Category,Sub-Category,Product ID,Product Name,Country,Region,State,City,Postal Code,Customer ID,Customer Name,Order Date,Order ID,Segment,Ship Date,Ship Mode,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Percentage,Quantity,Sales
Stationary,Paper,OFF-PA-10003641,Xerox 1909,United States,Central,Illinois,Chicago,60623,MY-17380,Maribeth Yedwab,23/07/2018,US-2018-101721,Corporate,27/07/2018,Standard Class,2018,1,20%,1,0,1,0,20.5764,33%,3,63.312
Stationary,Envelopes,OFF-EN-10002621,Staple envelope,United States,Central,Illinois,Chicago,60623,AG-10900,Arthur Gainer,13/09/2016,CA-2016-136728,Consumer,17/09/2016,Second Class,2019,1,20%,1,0,1,0,2.934,38%,1,7.824
Household goods,Chairs,FUR-CH-10003817,"Global Value Steno Chair, Gray",United States,Central,Illinois,Chicago,60623,AG-10900,Arthur Gainer,13/09/2016,CA-2016-136728,Consumer,17/09/2016,Second Class,2019,1,30%,1,0,1,0,-12.148,-7%,4,170.072
Stationary,Paper,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",United States,East,New York,New York City,10024,BW-11110,Bart Watters,10/12/2017,CA-2017-127194,Corporate,16/12/2017,Standard Class,2020,1,0%,1,1,1,0.5,29.5254,47%,9,62.82
Stationary,Paper,OFF-PA-10001870,Xerox 202,United States,East,Maryland,Rockville,20852,SG-20470,Sheri Gordon,2/10/2016,CA-2016-140375,Consumer,5/10/2016,Second Class,2019,1,0%,1,1,1,0.5,9.3312,48%,3,19.44
Stationary,Binders,OFF-BI-10000320,GBC Plastic Binding Combs,United States,East,Maryland,Rockville,20852,SG-20470,Sheri Gordon,2/10/2016,CA-2016-140375,Consumer,5/10/2016,Second Class,2019,1,0%,1,1,1,0.5,3.6162,49%,1,7.38
Stationary,Paper,OFF-PA-10004735,Xerox 1905,United States,East,New York,New York City,10011,CC-12370,Christopher Conant,17/11/2018,US-2018-155866,Consumer,21/11/2018,Standard Class,2018,1,5%,1,1,1,0.5,18.6624,48%,6,38.88
Household goods,Furnishings,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",United States,East,New York,New York City,10011,CC-12370,Christopher Conant,17/11/2018,US-2018-155866,Consumer,21/11/2018,Standard Class,2018,1,5%,1,1,1,0.5,76.9816,41%,4,187.76
Stationary,Binders,OFF-BI-10000546,Avery Durable Binders,United States,South,North Carolina,Durham,27707,LR-16915,Lena Radford,30/11/2016,CA-2016-141327,Consumer,3/12/2016,First Class,2019,1,70%,1,0,0,0,-4.2336,-70%,7,6.048
Stationary,Appliances,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,United States,South,North Carolina,Durham,27707,LR-16915,Lena Radford,30/11/2016,CA-2016-141327,Consumer,3/12/2016,First Class,2019,1,20%,1,0,0,0,9.8352,10%,3,98.352
Household goods,Furnishings,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,United States,South,North Carolina,Durham,27707,LR-16915,Lena Radford,30/11/2016,CA-2016-141327,Consumer,3/12/2016,First Class,2019,1,20%,1,0,0,0,25.1808,8%,2,335.744
Stationary,Paper,OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,United States,West,California,Santa Barbara,93101,DB-13120,David Bremer,6/12/2016,CA-2016-136700,Corporate,11/12/2016,Second Class,2019,1,0%,1,0,1,0,4.3904,49%,2,8.96
Automobile,Accessories,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,United States,South,Tennessee,Knoxville,37918,LP-17095,Liz Preis,5/09/2018,CA-2018-102736,Consumer,9/09/2018,Standard Class,2018,1,20%,1,0,1,0,-1.1196,-1%,4,89.568
Stationary,Art,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,United States,South,Tennessee,Knoxville,37918,LP-17095,Liz Preis,5/09/2018,CA-2018-102736,Consumer,9/09/2018,Standard Class,2018,1,20%,1,0,1,0,7.196,10%,5,71.96
Stationary,Paper,OFF-PA-10001800,Xerox 220,United States,South,Tennessee,Knoxville,37918,LP-17095,Liz Preis,5/09/2018,CA-2018-102736,Consumer,9/09/2018,Standard Class,2018,1,20%,1,0,1,0,5.4432,35%,3,15.552
Stationary,Binders,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",United States,Central,Illinois,Chicago,60610,AF-10870,Art Ferguson,24/04/2018,CA-2018-125269,Consumer,30/04/2018,Standard Class,2018,1,80%,1,0,1,0,-18.2525,-175%,5,10.43
Stationary,Storage,OFF-ST-10004123,Safco Industrial Wire Shelving System,United States,Central,Illinois,Chicago,60610,AF-10870,Art Ferguson,24/04/2018,CA-2018-125269,Consumer,30/04/2018,Standard Class,2018,1,20%,1,0,1,0,-18.196,-25%,1,72.784
Stationary,Storage,OFF-ST-10000885,Fellowes Desktop Hanging File Manager,United States,East,New York,New York City,10024,KD-16495,Keith Dawkins,8/11/2016,CA-2016-114811,Corporate,8/11/2016,Same Day,2019,1,0%,1,1,1,0.5,16.7875,25%,5,67.15
Automobile,Phones,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,United States,East,New York,New York City,10024,KD-16495,Keith Dawkins,8/11/2016,CA-2016-114811,Corporate,8/11/2016,Same Day,2019,1,0%,1,1,1,0.5,142.9948,26%,2,549.98
Household goods,Furnishings,FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,United States,East,New York,New York City,10024,KD-16495,Keith Dawkins,8/11/2016,CA-2016-114811,Corporate,8/11/2016,Same Day,2019,1,0%,1,1,1,0.5,4.728,40%,3,11.82
Automobile,Machines,TEC-MA-10000045,Zebra ZM400 Thermal Label Printer,United States,East,New York,New York City,10024,KD-16495,Keith Dawkins,8/11/2016,CA-2016-114811,Corporate,8/11/2016,Same Day,2019,1,0%,1,1,1,0.5,"2,229.02",48%,4,"4,643.80"
Household goods,Chairs,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,United States,East,New York,New York City,10024,KD-16495,Keith Dawkins,8/11/2016,CA-2016-114811,Corporate,8/11/2016,Same Day,2019,1,10%,1,1,1,0.5,115.5528,20%,2,577.764
Household goods,Tables,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,United States,South,Florida,Daytona Beach,32114,SA-20830,Sue Ann Reed,26/04/2016,CA-2016-122266,Consumer,30/04/2016,Standard Class,2019,1,45%,1,0,1,0,-76.6062,-40%,1,191.5155
Stationary,Art,OFF-AR-10004757,Crayola Colored Pencils,United States,South,Florida,Daytona Beach,32114,SA-20830,Sue Ann Reed,26/04/2016,CA-2016-122266,Consumer,30/04/2016,Standard Class,2019,1,20%,1,0,1,0,0.4264,16%,1,2.624
Stationary,Binders,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,United States,South,Tennessee,Nashville,37211,BG-11035,Barry Gonzalez,20/09/2016,CA-2016-141565,Consumer,24/09/2016,Standard Class,2019,1,70%,1,0,0,0,-913.176,-67%,6,"1,369.76"
Stationary,Storage,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",United States,South,Tennessee,Nashville,37211,BG-11035,Barry Gonzalez,20/09/2016,CA-2016-141565,Consumer,24/09/2016,Standard Class,2019,1,20%,1,0,0,0,-58.8736,-20%,4,294.368
Stationary,Appliances,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,United States,South,Tennessee,Nashville,37211,DM-12955,Dario Medina,7/09/2018,CA-2018-128769,Corporate,12/09/2018,Standard Class,2018,1,20%,1,0,1,0,7.1372,9%,2,81.568
Household goods,Furnishings,FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",United States,Central,Texas,Dallas,75220,MC-17845,Michael Chen,7/11/2017,CA-2017-116337,Consumer,12/11/2017,Standard Class,2020,1,60%,1,0,1,0,-17.784,-40%,5,44.46
Stationary,Storage,OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",United States,Central,Texas,Dallas,75220,MC-17845,Michael Chen,7/11/2017,CA-2017-116337,Consumer,12/11/2017,Standard Class,2020,1,20%,1,0,1,0,19.6305,6%,3,314.088
Stationary,Binders,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",United States,South,Tennessee,Murfreesboro,37130,ML-17395,Marina Lichtenstein,25/09/2016,CA-2016-120845,Corporate,2/10/2016,Standard Class,2019,1,70%,1,0,1,0,-4.6464,-73%,4,6.336
Stationary,Paper,OFF-PA-10004665,Advantus Motivational Note Cards,United States,South,Tennessee,Murfreesboro,37130,ML-17395,Marina Lichtenstein,25/09/2016,CA-2016-120845,Corporate,2/10/2016,Standard Class,2019,1,20%,1,0,1,0,3.799,36%,1,10.48
Stationary,Binders,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,United States,South,Tennessee,Murfreesboro,37130,ML-17395,Marina Lichtenstein,25/09/2016,CA-2016-120845,Corporate,2/10/2016,Standard Class,2019,1,70%,1,0,1,0,-1.8106,-73%,1,2.469
Stationary,Binders,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,United States,South,Tennessee,Murfreesboro,37130,ML-17395,Marina Lichtenstein,25/09/2016,CA-2016-120845,Corporate,2/10/2016,Standard Class,2019,1,70%,1,0,1,0,-2.2848,-70%,2,3.264
Stationary,Fasteners,OFF-FA-10002676,Colored Push Pins,United States,Central,Texas,Dallas,75217,RD-19930,Russell D'Ascenzo,3/10/2015,CA-2015-120775,Consumer,7/10/2015,Standard Class,2018,1,20%,1,0,0,0,0.8688,20%,3,4.344
Household goods,Furnishings,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,United States,Central,Texas,Dallas,75217,RD-19930,Russell D'Ascenzo,3/10/2015,CA-2015-120775,Consumer,7/10/2015,Standard Class,2018,1,55%,1,0,0,0,-19.0656,-60%,3,31.776
Stationary,Labels,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,United States,Central,Texas,Dallas,75217,RD-19930,Russell D'Ascenzo,3/10/2015,CA-2015-120775,Consumer,7/10/2015,Standard Class,2018,1,20%,1,0,0,0,1.7248,35%,2,4.928
Stationary,Binders,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,United States,Central,Texas,Dallas,75217,RD-19930,Russell D'Ascenzo,3/10/2015,CA-2015-120775,Consumer,7/10/2015,Standard Class,2018,1,80%,1,0,0,0,-3.0396,-170%,3,1.788
Stationary,Fasteners,OFF-FA-10000254,Sterling Rubber Bands by Alliance,United States,Central,Texas,Dallas,75217,RD-19930,Russell D'Ascenzo,3/10/2015,CA-2015-120775,Consumer,7/10/2015,Standard Class,2018,1,20%,1,0,0,0,-3.768,-25%,4,15.072
Stationary,Storage,OFF-ST-10000321,Akro Stacking Bins,United States,Central,Texas,Arlington,76017,AB-10015,Aaron Bergman,18/02/2015,CA-2015-152905,Consumer,24/02/2015,Standard Class,2018,1,20%,1,0,0,0,-2.5248,-20%,2,12.624
Stationary,Paper,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",United States,West,California,Pasadena,91104,EA-14035,Erin Ashbrook,12/06/2017,CA-2017-104633,Corporate,16/06/2017,Standard Class,2020,1,0%,1,0,1,0,83.646,45%,6,185.88
Stationary,Paper,OFF-PA-10004782,Xerox 228,United States,West,California,Pasadena,91104,EA-14035,Erin Ashbrook,12/06/2017,CA-2017-104633,Corporate,16/06/2017,Standard Class,2020,1,0%,1,0,1,0,6.2208,48%,2,12.96
Stationary,Paper,OFF-PA-10004243,Xerox 1939,United States,East,Massachusetts,Everett,2149,SF-20065,Sandra Flanagan,1/11/2018,CA-2018-104136,Consumer,4/11/2018,Second Class,2018,1,5%,1,1,1,0.5,91.056,48%,10,189.7
Stationary,Paper,OFF-PA-10001033,Xerox 1893,United States,East,Massachusetts,Everett,2149,SF-20065,Sandra Flanagan,1/11/2018,CA-2018-104136,Consumer,4/11/2018,Second Class,2018,1,5%,1,1,1,0.5,20.0851,49%,1,40.99
Household goods,Furnishings,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",United States,East,New York,Troy,12180,BC-11125,Becky Castell,4/04/2017,CA-2017-123050,Home Office,8/04/2017,Second Class,2020,1,0%,1,1,1,0.5,7.4376,9%,2,82.64
Stationary,Storage,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",United States,East,New York,Troy,12180,BC-11125,Becky Castell,4/04/2017,CA-2017-123050,Home Office,8/04/2017,Second Class,2020,1,0%,1,1,1,0.5,8.0652,26%,2,31.02
Automobile,Accessories,TEC-AC-10001109,Logitech Trackman Marble Mouse,United States,East,New York,Troy,12180,BC-11125,Becky Castell,4/04/2017,CA-2017-123050,Home Office,8/04/2017,Second Class,2020,1,0%,1,1,1,0.5,37.7874,42%,3,89.97
Stationary,Art,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,United States,South,Georgia,Sandy Springs,30328,PF-19165,Philip Fox,30/06/2017,CA-2017-162355,Consumer,2/07/2017,Second Class,2020,1,0%,1,0,1,0,9.7119,27%,3,35.97
Household goods,Bookcases,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,United States,South,Georgia,Sandy Springs,30328,PF-19165,Philip Fox,30/06/2017,CA-2017-162355,Consumer,2/07/2017,Second Class,2020,1,0%,1,0,1,0,291.3778,23%,7,"1,266.86"
Stationary,Storage,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",United States,West,California,San Jose,95123,SE-20110,Sanjit Engle,22/09/2015,CA-2015-158225,Consumer,28/09/2015,Standard Class,2018,1,5%,1,0,1,0,42.3625,25%,5,169.45
Stationary,Storage,OFF-ST-10002301,Tennsco Commercial Shelving,United States,West,California,San Jose,95123,SE-20110,Sanjit Engle,22/09/2015,CA-2015-158225,Consumer,28/09/2015,Standard Class,2018,1,5%,1,0,1,0,0.4068,1%,2,40.68
Stationary,Supplies,OFF-SU-10001212,Kleencut Forged Office Shears by Acme United Corporation,United States,South,Florida,Jacksonville,32216,CJ-12010,Caroline Jumper,1/05/2018,CA-2018-102204,Consumer,6/05/2018,Standard Class,2018,1,20%,1,0,1,0,0.416,13%,2,3.328
Household goods,Tables,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,United States,South,Florida,Jacksonville,32216,CJ-12010,Caroline Jumper,1/05/2018,CA-2018-102204,Consumer,6/05/2018,Standard Class,2018,1,45%,1,0,1,0,-458.1468,-49%,4,933.262
Household goods,Chairs,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,United States,South,Florida,Jacksonville,32216,CJ-12010,Caroline Jumper,1/05/2018,CA-2018-102204,Consumer,6/05/2018,Standard Class,2018,1,20%,1,0,1,0,0,0%,5,"2,803.92"
Stationary,Storage,OFF-ST-10000617,Woodgrain Magazine Files by Perma,United States,South,Florida,Jacksonville,32216,PT-19090,Pete Takahito,20/10/2018,CA-2018-103065,Consumer,20/10/2018,Same Day,2018,1,20%,1,0,0,0,-0.7748,-16%,2,4.768
Stationary,Paper,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",United States,South,Florida,Jacksonville,32216,PT-19090,Pete Takahito,20/10/2018,CA-2018-103065,Consumer,20/10/2018,Same Day,2018,1,20%,1,0,0,0,2.502,38%,1,6.672
Stationary,Art,OFF-AR-10003251,Prang Drawing Pencil Set,United States,South,Florida,Jacksonville,32216,PT-19090,Pete Takahito,20/10/2018,CA-2018-103065,Consumer,20/10/2018,Same Day,2018,1,20%,1,0,0,0,1.112,25%,2,4.448
Household goods,Furnishings,FUR-FU-10000175,DAX Wood Document Frame.,United States,South,Florida,Jacksonville,32216,PT-19090,Pete Takahito,20/10/2018,CA-2018-103065,Consumer,20/10/2018,Same Day,2018,1,20%,1,0,0,0,6.0412,14%,4,43.936
Stationary,Binders,OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,United States,East,New York,New York City,10009,LH-16900,Lena Hernandez,1/09/2015,CA-2015-109855,Consumer,5/09/2015,Standard Class,2018,1,20%,1,1,1,0.5,8.3104,35%,2,23.744
Automobile,Accessories,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,United States,East,New York,New York City,10009,LH-16900,Lena Hernandez,1/09/2015,CA-2015-109855,Consumer,5/09/2015,Standard Class,2018,1,5%,1,1,1,0.5,57.12,16%,3,357
Automobile,Phones,TEC-PH-10003691,BlackBerry Q10,United States,West,California,San Francisco,94122,BW-11200,Ben Wallace,12/08/2015,CA-2015-109897,Consumer,16/08/2015,Standard Class,2018,1,20%,1,0,1,0,50.396,6%,8,806.336
Household goods,Furnishings,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",United States,West,California,San Francisco,94122,BW-11200,Ben Wallace,12/08/2015,CA-2015-109897,Consumer,16/08/2015,Standard Class,2018,1,5%,1,0,1,0,31.6128,37%,3,85.44
Stationary,Storage,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,United States,South,Georgia,Columbus,31907,BS-11365,Bill Shonely,19/08/2015,US-2015-143581,Corporate,23/08/2015,Standard Class,2018,1,5%,1,0,1,0,10.3473,3%,3,344.91
Stationary,Appliances,OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,United States,Central,Illinois,Aurora,60505,DP-13390,Dennis Pardue,10/05/2016,CA-2016-129217,Home Office,10/05/2016,Same Day,2019,1,80%,1,0,1,0,-191.619,-270%,5,70.97
Stationary,Art,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,United States,Central,Illinois,Aurora,60505,DP-13390,Dennis Pardue,10/05/2016,CA-2016-129217,Home Office,10/05/2016,Same Day,2019,1,20%,1,0,1,0,3.6784,10%,2,36.784
Automobile,Phones,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,United States,East,Pennsylvania,Philadelphia,19134,CS-12400,Christopher Schild,10/05/2017,CA-2017-133816,Home Office,13/05/2017,Second Class,2020,1,40%,1,1,1,0.5,-123.998,-17%,2,743.988
Stationary,Binders,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",United States,Central,Illinois,Chicago,60653,MS-17365,Maribeth Schnelling,5/03/2016,CA-2016-140221,Consumer,9/03/2016,Second Class,2019,1,80%,1,0,1,0,-16.818,-150%,2,11.212
Household goods,Furnishings,FUR-FU-10000023,Eldon Wave Desk Accessories,United States,Central,Illinois,Chicago,60653,MS-17365,Maribeth Schnelling,5/03/2016,CA-2016-140221,Consumer,9/03/2016,Second Class,2019,1,60%,1,0,1,0,-1.8848,-40%,2,4.712
Stationary,Appliances,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,United States,Central,Illinois,Chicago,60653,MS-17365,Maribeth Schnelling,5/03/2016,CA-2016-140221,Consumer,9/03/2016,Second Class,2019,1,80%,1,0,1,0,-470.548,-260%,5,180.98
Stationary,Storage,OFF-ST-10000777,"Companion Letter/Legal File, Black",United States,Central,Illinois,Chicago,60653,MS-17365,Maribeth Schnelling,5/03/2016,CA-2016-140221,Consumer,9/03/2016,Second Class,2019,1,20%,1,0,1,0,6.0416,10%,2,60.416
Automobile,Copiers,TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,United States,West,Washington,Seattle,98103,DK-12895,Dana Kaydos,12/08/2018,CA-2018-152310,Consumer,19/08/2018,Standard Class,2018,1,5%,1,0,0,0,89.997,30%,1,299.99
Stationary,Paper,OFF-PA-10003134,Xerox 1937,United States,West,Washington,Seattle,98103,DK-12895,Dana Kaydos,12/08/2018,CA-2018-152310,Consumer,19/08/2018,Standard Class,2018,1,5%,1,0,0,0,92.2368,48%,4,192.16
Automobile,Phones,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,United States,West,Washington,Seattle,98103,DK-12895,Dana Kaydos,12/08/2018,CA-2018-152310,Consumer,19/08/2018,Standard Class,2018,1,20%,1,0,0,0,27.2952,11%,8,242.624
Stationary,Storage,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,United States,West,Washington,Seattle,98103,DK-12895,Dana Kaydos,12/08/2018,CA-2018-152310,Consumer,19/08/2018,Standard Class,2018,1,5%,1,0,0,0,11.685,25%,3,46.74
Automobile,Accessories,TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",United States,West,Washington,Seattle,98103,DK-12895,Dana Kaydos,12/08/2018,CA-2018-152310,Consumer,19/08/2018,Standard Class,2018,1,5%,1,0,0,0,12.2465,7%,5,174.95
Stationary,Binders,OFF-BI-10004308,Avery Legal 4-Ring Binder,United States,West,Washington,Seattle,98103,DK-12895,Dana Kaydos,12/08/2018,CA-2018-152310,Consumer,19/08/2018,Standard Class,2018,1,20%,1,0,0,0,37.764,38%,6,100.704
Stationary,Paper,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",United States,Central,Michigan,Roseville,48066,SN-20560,Skye Norling,26/06/2017,CA-2017-118101,Home Office,26/06/2017,Same Day,2020,1,0%,1,0,1,0,180.7659,49%,9,368.91
Stationary,Binders,OFF-BI-10000773,Insertable Tab Post Binder Dividers,United States,Central,Michigan,Roseville,48066,SN-20560,Skye Norling,26/06/2017,CA-2017-118101,Home Office,26/06/2017,Same Day,2020,1,0%,1,0,1,0,3.7694,47%,1,8.02
Stationary,Storage,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",United States,Central,Michigan,Roseville,48066,SN-20560,Skye Norling,26/06/2017,CA-2017-118101,Home Office,26/06/2017,Same Day,2020,1,0%,1,0,1,0,44.4704,26%,4,171.04
Stationary,Paper,OFF-PA-10002552,Xerox 1958,United States,South,Arkansas,Fayetteville,72701,TC-21475,Tony Chapman,15/12/2017,CA-2017-100307,Home Office,19/12/2017,Standard Class,2020,1,0%,1,0,1,0,9.3312,48%,3,19.44
Stationary,Binders,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,United States,South,North Carolina,Jacksonville,28540,AM-10705,Anne McFarland,13/09/2016,CA-2016-138457,Consumer,17/09/2016,Standard Class,2019,1,70%,1,0,1,0,-10.0372,-77%,4,13.092
Stationary,Appliances,OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,United States,East,New York,New York City,10035,AJ-10960,Astrea Jones,30/12/2015,CA-2015-131800,Consumer,4/01/2016,Standard Class,2018,1,5%,1,1,1,0.5,30.735,25%,3,122.94
Stationary,Binders,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",United States,East,New York,New York City,10035,AJ-10960,Astrea Jones,30/12/2015,CA-2015-131800,Consumer,4/01/2016,Standard Class,2018,1,20%,1,1,1,0.5,12.8499,36%,7,35.448
Automobile,Phones,TEC-PH-10000376,Square Credit Card Reader,United States,East,Delaware,Dover,19901,KH-16360,Katherine Hughes,29/04/2015,CA-2015-118304,Consumer,4/05/2015,Standard Class,2018,1,5%,1,1,0,0.5,5.1948,26%,2,19.98
Household goods,Tables,FUR-TA-10003469,Balt Split Level Computer Training Table,United States,Central,Illinois,Aurora,60505,LP-17095,Liz Preis,30/01/2018,CA-2018-121790,Consumer,6/02/2018,Standard Class,2018,1,50%,1,0,1,0,-47.175,-68%,1,69.375
